customer_id,customer_name,region,plan,tenure_months,monthly_charge,signup_date
CUST-101506,Customer 1506,North America,Professional,49,81.95,2023-11-15
CUST-101507,Customer 1507,India,Starter,64,36.01,2021-11-25
CUST-101508,Customer 1508,Europe,Starter,38,33.01,2025-04-08
CUST-101509,Customer 1509,Middle East,Business,56,145.91,2022-06-23
CUST-101510,Customer 1510,Europe,Business,61,157.12,2025-11-04
CUST-101511,Customer 1511,India,Professional,65,84.38,2024-04-13
CUST-101512,Customer 1512,India,Professional,25,88.75,2023-05-19
CUST-101513,Customer 1513,Europe,Business,63,135.71,2021-11-25
CUST-101514,Customer 1514,APAC,Professional,8,80.68,2022-07-23
CUST-101515,Customer 1515,North America,Professional,29,71.72,2025-12-04
CUST-101516,Customer 1516,Middle East,Starter,3,30.27,2023-06-18
CUST-101517,Customer 1517,APAC,Professional,22,62.12,2021-06-28
CUST-101518,Customer 1518,Europe,Business,16,169.11,2025-06-07
CUST-101519,Customer 1519,Europe,Enterprise,72,342.64,2021-10-26
CUST-101520,Customer 1520,India,Professional,45,84.84,2023-06-18
CUST-101521,Customer 1521,Europe,Business,69,168.61,2022-08-22
CUST-101522,Customer 1522,Middle East,Business,65,134.94,2024-05-13
CUST-101523,Customer 1523,Europe,Enterprise,23,503.41,2020-12-30
CUST-101524,Customer 1524,APAC,Business,21,152.36,2023-03-20
CUST-101525,Customer 1525,North America,Business,32,133.82,2020-12-30
CUST-101526,Customer 1526,APAC,Professional,8,80.16,2025-04-08
CUST-101527,Customer 1527,India,Business,13,173.53,2025-02-07
CUST-101528,Customer 1528,Europe,Starter,27,32.97,2023-06-18
CUST-101529,Customer 1529,India,Professional,9,92.23,2025-01-08
CUST-101530,Customer 1530,Middle East,Professional,43,95.52,2025-06-07
CUST-101531,Customer 1531,North America,Business,6,168.92,2023-03-20
CUST-101532,Customer 1532,Europe,Professional,64,80.34,2021-02-28
CUST-101533,Customer 1533,North America,Business,67,163.31,2022-12-20
CUST-101534,Customer 1534,Europe,Professional,33,96.79,2023-05-19
CUST-101535,Customer 1535,Europe,Enterprise,37,387.87,2022-09-21
CUST-101536,Customer 1536,Europe,Professional,19,68.86,2022-10-21
CUST-101537,Customer 1537,APAC,Business,58,143.86,2025-07-07
CUST-101538,Customer 1538,Europe,Professional,9,72.07,2024-04-13
CUST-101539,Customer 1539,Europe,Starter,7,32.43,2025-06-07
CUST-101540,Customer 1540,APAC,Business,18,175.12,2021-10-26
CUST-101541,Customer 1541,North America,Professional,12,66.4,2024-01-14
CUST-101542,Customer 1542,Europe,Professional,12,76.59,2025-01-08
CUST-101543,Customer 1543,APAC,Starter,28,29.75,2024-12-09
CUST-101544,Customer 1544,North America,Professional,45,75.65,2020-10-31
CUST-101545,Customer 1545,North America,Enterprise,43,392.47,2023-03-20
CUST-101546,Customer 1546,APAC,Professional,11,64.51,2024-04-13
CUST-101547,Customer 1547,India,Professional,22,91.7,2021-11-25
CUST-101548,Customer 1548,North America,Professional,58,71.47,2021-02-28
CUST-101549,Customer 1549,APAC,Professional,42,92.04,2025-03-09
CUST-101550,Customer 1550,India,Starter,60,31.26,2023-08-17
CUST-101551,Customer 1551,APAC,Business,40,117.22,2021-06-28
CUST-101552,Customer 1552,Middle East,Enterprise,69,449.02,2021-04-29
CUST-101553,Customer 1553,Middle East,Professional,17,93.5,2026-05-03
CUST-101554,Customer 1554,Middle East,Business,63,160.86,2024-05-13
CUST-101555,Customer 1555,Europe,Business,44,172.5,2023-07-18
CUST-101556,Customer 1556,India,Starter,21,25.51,2022-02-23
CUST-101557,Customer 1557,India,Professional,12,78.66,2026-05-03
CUST-101558,Customer 1558,APAC,Business,41,162.43,2025-09-05
CUST-101559,Customer 1559,India,Starter,8,33.97,2021-02-28
CUST-101560,Customer 1560,APAC,Business,11,151.93,2022-02-23
CUST-101561,Customer 1561,APAC,Professional,61,81.68,2025-12-04
CUST-101562,Customer 1562,Europe,Starter,37,30.24,2021-06-28
CUST-101563,Customer 1563,North America,Professional,67,79.08,2024-12-09
CUST-101564,Customer 1564,India,Professional,51,69.08,2025-07-07
CUST-101565,Customer 1565,Europe,Starter,30,27.08,2020-12-30
CUST-101566,Customer 1566,North America,Starter,40,29.47,2023-11-15
CUST-101567,Customer 1567,APAC,Professional,40,79.94,2020-09-01
CUST-101568,Customer 1568,India,Enterprise,39,453.7,2021-12-25
CUST-101569,Customer 1569,Middle East,Starter,34,37.01,2026-03-04
CUST-101570,Customer 1570,Middle East,Starter,30,35.6,2021-02-28
CUST-101571,Customer 1571,India,Professional,59,81.57,2022-04-24
CUST-101572,Customer 1572,Europe,Business,37,161.98,2025-07-07
CUST-101573,Customer 1573,Middle East,Starter,38,37.03,2024-06-12
CUST-101574,Customer 1574,North America,Starter,72,38.35,2021-07-28
CUST-101575,Customer 1575,North America,Starter,9,44.85,2024-05-13
CUST-101576,Customer 1576,India,Starter,68,32.09,2026-03-04
CUST-101577,Customer 1577,APAC,Professional,3,92.16,2026-05-03
CUST-101578,Customer 1578,Middle East,Professional,26,88.42,2021-06-28
CUST-101579,Customer 1579,India,Professional,60,79.58,2025-09-05
CUST-101580,Customer 1580,APAC,Professional,63,84.78,2025-11-04
CUST-101581,Customer 1581,North America,Professional,16,76.09,2024-01-14
CUST-101582,Customer 1582,Europe,Starter,65,26.31,2025-08-06
CUST-101583,Customer 1583,Middle East,Professional,46,70.52,2022-09-21
CUST-101584,Customer 1584,APAC,Starter,17,36.53,2023-03-20
CUST-101585,Customer 1585,Europe,Business,43,163.42,2024-11-09
CUST-101586,Customer 1586,Middle East,Business,23,173.11,2025-01-08
CUST-101587,Customer 1587,Middle East,Professional,65,74.37,2024-07-12
CUST-101588,Customer 1588,APAC,Professional,64,100.78,2025-05-08
CUST-101589,Customer 1589,Europe,Professional,30,81.3,2025-03-09
CUST-101590,Customer 1590,India,Professional,10,81.11,2022-05-24
CUST-101591,Customer 1591,APAC,Enterprise,53,444.0,2023-11-15
CUST-101592,Customer 1592,Europe,Starter,48,40.29,2023-11-15
CUST-101593,Customer 1593,Europe,Starter,3,32.31,2023-12-15
CUST-101594,Customer 1594,Middle East,Business,68,151.34,2021-12-25
CUST-101595,Customer 1595,North America,Enterprise,3,448.91,2022-06-23
CUST-101596,Customer 1596,Middle East,Starter,47,35.81,2021-07-28
CUST-101597,Customer 1597,Europe,Starter,28,38.04,2026-03-04
CUST-101598,Customer 1598,APAC,Professional,28,92.1,2021-05-29
CUST-101599,Customer 1599,Europe,Enterprise,23,444.53,2023-12-15
CUST-101600,Customer 1600,APAC,Starter,67,28.8,2021-03-30
CUST-101601,Customer 1601,Europe,Starter,66,28.02,2023-07-18
CUST-101602,Customer 1602,Middle East,Professional,35,84.37,2020-10-01
CUST-101603,Customer 1603,India,Professional,3,75.92,2025-06-07
CUST-101604,Customer 1604,India,Starter,55,30.94,2025-01-08
CUST-101605,Customer 1605,India,Starter,30,28.89,2026-01-03
CUST-101606,Customer 1606,North America,Business,16,217.46,2025-08-06
CUST-101607,Customer 1607,APAC,Business,44,156.18,2025-09-05
CUST-101608,Customer 1608,Middle East,Starter,7,39.18,2023-01-19
CUST-101609,Customer 1609,APAC,Business,13,157.03,2022-02-23
CUST-101610,Customer 1610,Middle East,Professional,45,73.18,2020-09-01
CUST-101611,Customer 1611,North America,Business,17,164.01,2025-01-08
CUST-101612,Customer 1612,Europe,Professional,60,86.42,2025-01-08
CUST-101613,Customer 1613,North America,Business,55,158.96,2023-07-18
CUST-101614,Customer 1614,APAC,Starter,54,41.27,2022-06-23
CUST-101615,Customer 1615,North America,Professional,47,87.67,2023-10-16
CUST-101616,Customer 1616,APAC,Starter,3,34.29,2020-10-01
CUST-101617,Customer 1617,North America,Starter,71,34.61,2021-04-29
CUST-101618,Customer 1618,India,Starter,50,30.89,2022-03-25
CUST-101619,Customer 1619,APAC,Starter,42,35.81,2025-10-05
CUST-101620,Customer 1620,APAC,Professional,12,80.85,2022-10-21
CUST-101621,Customer 1621,India,Professional,56,64.74,2022-10-21
CUST-101622,Customer 1622,APAC,Professional,9,66.91,2024-11-09
CUST-101623,Customer 1623,APAC,Professional,72,80.06,2020-10-31
CUST-101624,Customer 1624,Middle East,Professional,70,65.73,2020-10-01
CUST-101625,Customer 1625,APAC,Business,38,155.08,2020-10-31
CUST-101626,Customer 1626,Europe,Enterprise,34,346.02,2025-01-08
CUST-101627,Customer 1627,Europe,Business,57,188.68,2024-11-09
CUST-101628,Customer 1628,Europe,Professional,44,83.82,2021-07-28
CUST-101629,Customer 1629,Middle East,Enterprise,4,386.85,2023-06-18
CUST-101630,Customer 1630,APAC,Professional,15,89.67,2023-06-18
CUST-101631,Customer 1631,North America,Professional,25,78.82,2022-07-23
CUST-101632,Customer 1632,India,Professional,32,93.8,2021-03-30
CUST-101633,Customer 1633,Europe,Professional,33,77.73,2025-08-06
CUST-101634,Customer 1634,Middle East,Starter,57,40.77,2024-06-12
CUST-101635,Customer 1635,Europe,Business,51,180.9,2020-12-30
CUST-101636,Customer 1636,Middle East,Professional,50,64.68,2025-01-08
CUST-101637,Customer 1637,India,Professional,5,71.43,2026-01-03
CUST-101638,Customer 1638,Europe,Starter,44,37.15,2020-11-30
CUST-101639,Customer 1639,India,Professional,17,81.02,2025-12-04
CUST-101640,Customer 1640,Europe,Business,42,154.21,2024-02-13
CUST-101641,Customer 1641,India,Business,45,161.79,2025-12-04
CUST-101642,Customer 1642,Middle East,Business,25,168.81,2022-02-23
CUST-101643,Customer 1643,Europe,Starter,15,39.83,2026-03-04
CUST-101644,Customer 1644,Middle East,Business,49,185.26,2022-12-20
CUST-101645,Customer 1645,Middle East,Enterprise,68,505.84,2021-11-25
CUST-101646,Customer 1646,APAC,Professional,54,78.74,2023-09-16
CUST-101647,Customer 1647,Middle East,Professional,39,77.06,2025-11-04
CUST-101648,Customer 1648,APAC,Professional,51,89.05,2024-10-10
CUST-101649,Customer 1649,India,Professional,9,76.22,2025-12-04
CUST-101650,Customer 1650,India,Enterprise,24,402.42,2024-06-12
CUST-101651,Customer 1651,Middle East,Enterprise,53,407.7,2022-03-25
CUST-101652,Customer 1652,North America,Professional,28,83.06,2021-08-27
CUST-101653,Customer 1653,Middle East,Professional,20,69.9,2023-07-18
CUST-101654,Customer 1654,India,Starter,38,39.61,2020-10-31
CUST-101655,Customer 1655,Europe,Professional,11,69.58,2023-06-18
CUST-101656,Customer 1656,India,Business,51,167.7,2020-10-31
CUST-101657,Customer 1657,North America,Business,64,152.53,2021-08-27
CUST-101658,Customer 1658,APAC,Business,56,145.76,2021-06-28
CUST-101659,Customer 1659,North America,Starter,48,27.71,2022-12-20
CUST-101660,Customer 1660,North America,Starter,48,41.37,2020-11-30
CUST-101661,Customer 1661,North America,Business,16,160.94,2024-06-12
CUST-101662,Customer 1662,India,Starter,54,36.25,2024-04-13
CUST-101663,Customer 1663,APAC,Professional,27,68.6,2022-07-23
CUST-101664,Customer 1664,Europe,Enterprise,9,401.09,2024-12-09
CUST-101665,Customer 1665,North America,Starter,71,30.61,2021-08-27
CUST-101666,Customer 1666,APAC,Professional,13,91.17,2021-02-28
CUST-101667,Customer 1667,North America,Business,34,133.25,2021-01-29
CUST-101668,Customer 1668,Europe,Starter,22,33.32,2026-02-02
CUST-101669,Customer 1669,Europe,Starter,14,40.48,2024-09-10
CUST-101670,Customer 1670,India,Professional,36,79.66,2021-11-25
CUST-101671,Customer 1671,North America,Starter,25,37.62,2026-02-02
CUST-101672,Customer 1672,APAC,Professional,61,65.02,2022-11-20
CUST-101673,Customer 1673,APAC,Professional,71,102.61,2021-07-28
CUST-101674,Customer 1674,APAC,Professional,52,80.33,2025-06-07
CUST-101675,Customer 1675,India,Starter,59,39.8,2025-09-05
CUST-101676,Customer 1676,Europe,Professional,65,76.2,2022-08-22
CUST-101677,Customer 1677,APAC,Business,19,171.03,2024-10-10
CUST-101678,Customer 1678,Europe,Professional,30,72.34,2022-11-20
CUST-101679,Customer 1679,North America,Starter,58,41.62,2020-11-30
CUST-101680,Customer 1680,North America,Business,30,129.03,2021-08-27
CUST-101681,Customer 1681,India,Professional,20,83.42,2022-09-21
CUST-101682,Customer 1682,APAC,Enterprise,43,499.18,2024-08-11
CUST-101683,Customer 1683,Middle East,Professional,35,83.09,2022-04-24
CUST-101684,Customer 1684,India,Business,6,141.63,2021-02-28
CUST-101685,Customer 1685,Europe,Starter,13,29.93,2022-08-22
CUST-101686,Customer 1686,North America,Professional,10,75.99,2020-09-01
CUST-101687,Customer 1687,Europe,Professional,54,82.54,2024-11-09
CUST-101688,Customer 1688,Middle East,Professional,14,79.11,2025-10-05
CUST-101689,Customer 1689,North America,Starter,39,34.55,2021-01-29
CUST-101690,Customer 1690,India,Business,50,128.01,2026-02-02
CUST-101691,Customer 1691,APAC,Professional,48,84.92,2023-04-19
CUST-101692,Customer 1692,Middle East,Professional,30,81.65,2020-10-31
CUST-101693,Customer 1693,North America,Professional,35,82.85,2026-01-03
CUST-101694,Customer 1694,APAC,Starter,5,31.44,2023-07-18
CUST-101695,Customer 1695,North America,Starter,49,42.63,2021-10-26
CUST-101696,Customer 1696,North America,Professional,57,75.32,2023-11-15
CUST-101697,Customer 1697,APAC,Professional,65,79.58,2022-02-23
CUST-101698,Customer 1698,Europe,Starter,70,34.22,2022-12-20
CUST-101699,Customer 1699,India,Business,42,156.99,2022-02-23
CUST-101700,Customer 1700,India,Enterprise,56,351.36,2023-05-19
CUST-101701,Customer 1701,APAC,Business,33,164.92,2025-05-08
CUST-101702,Customer 1702,India,Starter,38,41.51,2024-10-10
CUST-101703,Customer 1703,APAC,Starter,17,39.8,2022-04-24
CUST-101704,Customer 1704,North America,Professional,34,91.83,2024-09-10
CUST-101705,Customer 1705,APAC,Professional,19,73.2,2026-03-04
CUST-101706,Customer 1706,India,Business,46,155.95,2024-11-09
CUST-101707,Customer 1707,North America,Enterprise,56,509.98,2026-02-02
CUST-101708,Customer 1708,India,Professional,28,74.71,2022-09-21
CUST-101709,Customer 1709,APAC,Business,43,153.85,2023-07-18
CUST-101710,Customer 1710,North America,Professional,20,91.19,2026-05-03
CUST-101711,Customer 1711,Europe,Starter,18,36.0,2025-05-08
CUST-101712,Customer 1712,Middle East,Starter,61,40.58,2021-02-28
CUST-101713,Customer 1713,Middle East,Professional,13,75.7,2025-12-04
CUST-101714,Customer 1714,APAC,Enterprise,34,475.51,2024-08-11
CUST-101715,Customer 1715,Middle East,Starter,56,37.49,2022-07-23
CUST-101716,Customer 1716,APAC,Starter,60,44.97,2023-11-15
CUST-101717,Customer 1717,APAC,Starter,38,34.16,2023-07-18
CUST-101718,Customer 1718,APAC,Starter,48,33.42,2022-03-25
CUST-101719,Customer 1719,North America,Business,52,155.96,2024-01-14
CUST-101720,Customer 1720,India,Professional,24,80.59,2024-01-14
CUST-101721,Customer 1721,Middle East,Professional,47,79.95,2023-02-18
CUST-101722,Customer 1722,India,Professional,40,71.59,2025-12-04
CUST-101723,Customer 1723,India,Business,3,172.07,2024-09-10
CUST-101724,Customer 1724,Europe,Professional,13,86.17,2026-03-04
CUST-101725,Customer 1725,APAC,Starter,9,39.22,2023-09-16
CUST-101726,Customer 1726,APAC,Professional,5,76.52,2020-10-31
CUST-101727,Customer 1727,Middle East,Starter,21,31.93,2022-08-22
CUST-101728,Customer 1728,Middle East,Business,54,153.17,2021-08-27
CUST-101729,Customer 1729,Middle East,Business,3,155.07,2021-03-30
CUST-101730,Customer 1730,Middle East,Business,58,159.39,2023-03-20
CUST-101731,Customer 1731,India,Professional,59,75.35,2023-11-15
CUST-101732,Customer 1732,India,Starter,65,32.35,2021-10-26
CUST-101733,Customer 1733,North America,Starter,14,32.98,2024-09-10
CUST-101734,Customer 1734,North America,Professional,46,85.92,2020-10-31
CUST-101735,Customer 1735,APAC,Starter,66,28.39,2024-02-13
CUST-101736,Customer 1736,North America,Business,24,161.04,2022-02-23
CUST-101737,Customer 1737,North America,Business,56,144.91,2023-11-15
CUST-101738,Customer 1738,Europe,Starter,12,37.02,2025-10-05
CUST-101739,Customer 1739,North America,Professional,50,91.47,2023-04-19
CUST-101740,Customer 1740,Middle East,Starter,71,36.79,2020-09-01
CUST-101741,Customer 1741,Middle East,Professional,15,82.27,2024-05-13
CUST-101742,Customer 1742,North America,Professional,45,94.41,2023-09-16
CUST-101743,Customer 1743,India,Starter,17,43.65,2024-04-13
CUST-101744,Customer 1744,North America,Professional,68,74.39,2023-11-15
CUST-101745,Customer 1745,Middle East,Professional,31,82.32,2020-09-01
CUST-101746,Customer 1746,APAC,Professional,65,91.64,2022-08-22
CUST-101747,Customer 1747,Middle East,Professional,28,85.03,2025-03-09
CUST-101748,Customer 1748,North America,Professional,70,78.12,2025-01-08
CUST-101749,Customer 1749,Europe,Starter,15,29.77,2025-01-08
CUST-101750,Customer 1750,North America,Professional,13,80.59,2021-11-25
CUST-101751,Customer 1751,Europe,Starter,55,28.18,2025-11-04
CUST-101752,Customer 1752,Middle East,Business,48,142.48,2023-01-19
CUST-101753,Customer 1753,North America,Starter,23,30.49,2021-08-27
CUST-101754,Customer 1754,North America,Starter,6,42.16,2021-12-25
CUST-101755,Customer 1755,APAC,Starter,25,27.63,2022-12-20
CUST-101756,Customer 1756,Europe,Professional,12,77.47,2020-11-30
CUST-101757,Customer 1757,APAC,Professional,18,76.11,2025-09-05
CUST-101758,Customer 1758,APAC,Business,44,166.27,2025-08-06
CUST-101759,Customer 1759,North America,Professional,34,63.06,2021-03-30
CUST-101760,Customer 1760,APAC,Professional,19,84.14,2024-11-09
CUST-101761,Customer 1761,India,Business,51,159.83,2024-10-10
CUST-101762,Customer 1762,North America,Business,28,155.66,2022-08-22
CUST-101763,Customer 1763,APAC,Enterprise,12,459.24,2024-12-09
CUST-101764,Customer 1764,APAC,Enterprise,23,376.15,2020-11-30
CUST-101765,Customer 1765,Europe,Enterprise,62,421.87,2024-03-14
CUST-101766,Customer 1766,Europe,Business,35,177.35,2022-12-20
CUST-101767,Customer 1767,North America,Professional,21,61.3,2022-08-22
CUST-101768,Customer 1768,Middle East,Starter,43,36.05,2025-10-05
CUST-101769,Customer 1769,India,Starter,6,30.52,2020-12-30
CUST-101770,Customer 1770,Europe,Professional,68,92.36,2022-12-20
CUST-101771,Customer 1771,Europe,Professional,65,71.6,2022-09-21
CUST-101772,Customer 1772,North America,Professional,44,83.68,2025-12-04
CUST-101773,Customer 1773,North America,Enterprise,26,358.57,2024-07-12
CUST-101774,Customer 1774,Europe,Business,43,130.29,2026-02-02
CUST-101775,Customer 1775,India,Starter,38,34.18,2025-08-06
CUST-101776,Customer 1776,India,Professional,48,73.1,2020-11-30
CUST-101777,Customer 1777,Middle East,Professional,69,75.0,2022-12-20
CUST-101778,Customer 1778,India,Professional,72,74.77,2022-04-24
CUST-101779,Customer 1779,Europe,Starter,34,35.48,2023-09-16
CUST-101780,Customer 1780,India,Starter,55,44.47,2026-02-02
CUST-101781,Customer 1781,Europe,Enterprise,63,282.61,2022-07-23
CUST-101782,Customer 1782,North America,Business,39,189.01,2023-02-18
CUST-101783,Customer 1783,APAC,Starter,35,31.16,2020-10-01
CUST-101784,Customer 1784,Europe,Professional,63,94.27,2021-07-28
CUST-101785,Customer 1785,Middle East,Professional,22,72.23,2021-01-29
CUST-101786,Customer 1786,Europe,Enterprise,68,387.34,2022-12-20
CUST-101787,Customer 1787,Middle East,Starter,15,31.12,2023-12-15
CUST-101788,Customer 1788,India,Professional,8,75.52,2023-01-19
CUST-101789,Customer 1789,APAC,Professional,70,85.35,2023-05-19
CUST-101790,Customer 1790,Europe,Professional,28,57.29,2021-05-29
CUST-101791,Customer 1791,Middle East,Professional,50,73.56,2023-05-19
CUST-101792,Customer 1792,North America,Professional,40,89.67,2022-12-20
CUST-101793,Customer 1793,India,Business,46,159.74,2021-06-28
CUST-101794,Customer 1794,Europe,Starter,38,38.8,2021-09-26
CUST-101795,Customer 1795,Middle East,Starter,33,37.51,2023-11-15
CUST-101796,Customer 1796,Europe,Professional,5,82.27,2022-06-23
CUST-101797,Customer 1797,India,Business,28,177.47,2024-06-12
CUST-101798,Customer 1798,India,Business,23,139.33,2025-01-08
CUST-101799,Customer 1799,APAC,Professional,49,68.42,2026-02-02
CUST-101800,Customer 1800,India,Business,48,205.76,2022-05-24
CUST-101801,Customer 1801,North America,Professional,67,71.48,2024-02-13
CUST-101802,Customer 1802,North America,Starter,8,34.89,2023-01-19
CUST-101803,Customer 1803,Middle East,Professional,20,71.37,2022-02-23
CUST-101804,Customer 1804,APAC,Business,63,194.48,2023-08-17
CUST-101805,Customer 1805,North America,Professional,19,79.12,2022-10-21
CUST-101806,Customer 1806,Middle East,Professional,55,79.72,2025-01-08
CUST-101807,Customer 1807,Middle East,Starter,61,38.2,2023-09-16
CUST-101808,Customer 1808,Europe,Starter,59,38.87,2022-01-24
CUST-101809,Customer 1809,APAC,Business,40,162.04,2022-03-25
CUST-101810,Customer 1810,India,Business,44,121.69,2025-03-09
CUST-101811,Customer 1811,APAC,Professional,30,88.62,2020-10-01
CUST-101812,Customer 1812,Middle East,Business,7,128.78,2024-01-14
CUST-101813,Customer 1813,North America,Professional,45,108.39,2026-03-04
CUST-101814,Customer 1814,India,Professional,38,84.3,2025-04-08
CUST-101815,Customer 1815,North America,Business,4,140.12,2025-11-04
CUST-101816,Customer 1816,Europe,Starter,61,33.66,2025-04-08
CUST-101817,Customer 1817,Middle East,Business,12,126.01,2021-11-25
CUST-101818,Customer 1818,APAC,Professional,70,72.15,2024-06-12
CUST-101819,Customer 1819,Middle East,Professional,13,92.27,2020-10-01
CUST-101820,Customer 1820,North America,Professional,22,73.3,2021-03-30
CUST-101821,Customer 1821,North America,Starter,23,27.46,2026-02-02
CUST-101822,Customer 1822,North America,Business,31,168.88,2025-04-08
CUST-101823,Customer 1823,India,Business,41,153.47,2026-05-03
CUST-101824,Customer 1824,Middle East,Business,37,170.37,2020-10-31
CUST-101825,Customer 1825,APAC,Professional,42,75.52,2023-08-17
CUST-101826,Customer 1826,APAC,Business,22,148.68,2025-07-07
CUST-101827,Customer 1827,APAC,Starter,38,37.93,2020-11-30
CUST-101828,Customer 1828,India,Business,45,155.2,2021-03-30
CUST-101829,Customer 1829,North America,Business,63,178.66,2021-01-29
CUST-101830,Customer 1830,India,Business,58,179.23,2022-03-25
CUST-101831,Customer 1831,Europe,Business,28,137.11,2024-05-13
CUST-101832,Customer 1832,Middle East,Business,54,177.42,2022-05-24
CUST-101833,Customer 1833,India,Starter,47,37.74,2024-10-10
CUST-101834,Customer 1834,North America,Business,11,143.83,2025-12-04
CUST-101835,Customer 1835,India,Professional,32,69.91,2021-02-28
CUST-101836,Customer 1836,Europe,Starter,12,39.12,2026-03-04
CUST-101837,Customer 1837,India,Enterprise,62,325.28,2023-10-16
CUST-101838,Customer 1838,Middle East,Professional,28,91.07,2025-06-07
CUST-101839,Customer 1839,North America,Enterprise,64,455.44,2021-07-28
CUST-101840,Customer 1840,North America,Starter,25,36.4,2022-02-23
CUST-101841,Customer 1841,India,Professional,11,77.95,2022-09-21
CUST-101842,Customer 1842,India,Starter,43,39.29,2023-05-19
CUST-101843,Customer 1843,Middle East,Starter,50,35.99,2024-04-13
CUST-101844,Customer 1844,North America,Business,50,154.61,2021-08-27
CUST-101845,Customer 1845,India,Enterprise,10,472.77,2026-01-03
CUST-101846,Customer 1846,India,Starter,66,43.87,2025-05-08
CUST-101847,Customer 1847,North America,Starter,30,38.28,2024-09-10
CUST-101848,Customer 1848,Middle East,Business,25,143.81,2023-01-19
CUST-101849,Customer 1849,India,Business,68,124.93,2022-06-23
CUST-101850,Customer 1850,Europe,Professional,5,82.57,2024-08-11
CUST-101851,Customer 1851,North America,Starter,13,30.31,2025-03-09
CUST-101852,Customer 1852,North America,Enterprise,52,387.99,2025-06-07
CUST-101853,Customer 1853,APAC,Professional,7,72.67,2021-09-26
CUST-101854,Customer 1854,APAC,Professional,50,72.38,2024-10-10
CUST-101855,Customer 1855,North America,Professional,69,81.47,2022-12-20
CUST-101856,Customer 1856,Europe,Professional,68,87.63,2023-05-19
CUST-101857,Customer 1857,Europe,Starter,13,32.92,2021-02-28
CUST-101858,Customer 1858,North America,Starter,56,41.9,2024-07-12
CUST-101859,Customer 1859,APAC,Business,51,193.18,2024-02-13
CUST-101860,Customer 1860,North America,Professional,37,74.97,2021-09-26
CUST-101861,Customer 1861,APAC,Professional,3,68.23,2023-10-16
CUST-101862,Customer 1862,APAC,Business,38,198.97,2024-12-09
CUST-101863,Customer 1863,India,Starter,29,31.47,2024-11-09
CUST-101864,Customer 1864,APAC,Professional,21,67.19,2021-02-28
CUST-101865,Customer 1865,North America,Business,15,162.09,2025-07-07
CUST-101866,Customer 1866,India,Professional,35,68.45,2024-10-10
CUST-101867,Customer 1867,Middle East,Starter,50,35.48,2025-05-08
CUST-101868,Customer 1868,Europe,Professional,21,83.74,2024-11-09
CUST-101869,Customer 1869,Europe,Starter,53,34.2,2025-07-07
CUST-101870,Customer 1870,Europe,Starter,69,41.0,2021-07-28
CUST-101871,Customer 1871,Europe,Starter,63,45.21,2023-10-16
CUST-101872,Customer 1872,APAC,Professional,72,72.51,2021-01-29
CUST-101873,Customer 1873,APAC,Starter,11,38.43,2026-03-04
CUST-101874,Customer 1874,Middle East,Professional,6,79.61,2025-06-07
CUST-101875,Customer 1875,India,Enterprise,59,364.65,2023-05-19
CUST-101876,Customer 1876,India,Starter,19,33.0,2020-12-30
CUST-101877,Customer 1877,Europe,Business,72,160.61,2025-08-06
CUST-101878,Customer 1878,India,Starter,16,29.5,2020-11-30
CUST-101879,Customer 1879,APAC,Starter,55,29.01,2023-06-18
CUST-101880,Customer 1880,Middle East,Professional,14,63.57,2024-06-12
CUST-101881,Customer 1881,Middle East,Business,5,173.69,2025-10-05
CUST-101882,Customer 1882,Middle East,Professional,26,83.75,2024-08-11
CUST-101883,Customer 1883,North America,Starter,60,40.25,2024-03-14
CUST-101884,Customer 1884,India,Business,51,156.21,2026-05-03
CUST-101885,Customer 1885,APAC,Starter,19,35.21,2025-05-08
CUST-101886,Customer 1886,Europe,Business,30,183.33,2025-10-05
CUST-101887,Customer 1887,Europe,Business,65,180.13,2026-01-03
CUST-101888,Customer 1888,Europe,Professional,5,71.09,2020-11-30
CUST-101889,Customer 1889,India,Professional,37,90.07,2021-09-26
CUST-101890,Customer 1890,India,Starter,68,43.52,2025-09-05
CUST-101891,Customer 1891,APAC,Starter,65,36.49,2026-02-02
CUST-101892,Customer 1892,North America,Business,27,165.19,2026-02-02
CUST-101893,Customer 1893,India,Starter,50,40.11,2023-12-15
CUST-101894,Customer 1894,Middle East,Business,62,160.65,2023-11-15
CUST-101895,Customer 1895,North America,Starter,47,32.1,2022-11-20
CUST-101896,Customer 1896,Middle East,Professional,56,70.46,2021-07-28
CUST-101897,Customer 1897,APAC,Starter,5,41.81,2025-04-08
CUST-101898,Customer 1898,Europe,Starter,65,35.26,2021-11-25
CUST-101899,Customer 1899,Middle East,Professional,34,58.64,2024-02-13
CUST-101900,Customer 1900,India,Business,15,135.47,2023-09-16
CUST-101901,Customer 1901,Europe,Starter,70,43.84,2021-07-28
CUST-101902,Customer 1902,India,Professional,16,72.88,2021-09-26
CUST-101903,Customer 1903,India,Starter,50,27.73,2025-02-07
CUST-101904,Customer 1904,India,Professional,23,80.69,2022-03-25
CUST-101905,Customer 1905,Middle East,Professional,29,94.89,2023-01-19
CUST-101906,Customer 1906,Europe,Starter,12,38.71,2022-01-24
CUST-101907,Customer 1907,India,Professional,23,74.05,2021-02-28
CUST-101908,Customer 1908,Europe,Business,17,149.85,2023-12-15
CUST-101909,Customer 1909,North America,Business,27,169.38,2025-02-07
CUST-101910,Customer 1910,India,Starter,11,36.31,2024-09-10
